CellNumber,GrowthRate,BirthLength,LifeHistory,AverageVelocity
413,-0.0199253782696015,62.9576443619718,21,0.432320854013272
414,0.00485219131639398,23.1622013354064,24,0.17845492959534
415,0.0218228823714912,21.9945561595465,22,0.238590686587975
416,0.0152751505881749,23.4540768007635,21,-0.65198961946536
417,0.0248919636943736,26.820447123306,18,0.417241202983274
418,0.208741661911016,10.7911595357588,5,1.05311143543414
419,0.0206979520204145,20.8839659404056,17,1.19251395486842
420,-0.0266230324450476,21.4423874278074,23,0.244346975606896
421,0.0272318915925365,20.6349290757785,18,0.609698514112114
422,0.0214194262030432,16.0710269957568,17,-0.0416387398862748
423,0.117199351331167,13.3774752940614,7,1.40599771751521
424,-0.0333807227873992,49.1213794797102,14,-0.169752644268328
425,0.0191157211026023,20.060570941546,20,0.184903910145579
426,-0.0149226239706262,30.091018323448,9,-0.725562625166318
427,-0.000643063291167222,20.5655919579857,23,-0.110326373469368
428,-0.00220331404012263,22.1191330234458,23,-0.176293371838058
429,0.0224254603039242,9.82645131386868,19,0.804760153155971
430,-0.0362856061459633,28.1903166439274,22,-0.556250586642074
431,0.015578980434882,23.2737647525276,8,2.05858995661893
432,0.0221444596785367,26.2783206650267,18,0.455059068193641
433,0.0234245173314561,25.7891099832772,19,-0.0716476043309596
434,-0.0059123254502411,21.2906080658885,22,0.176944584630436
435,-0.0247309521631277,23.4753839439679,20,-0.186068405992917
436,0.0310563830621921,20.1150364927087,17,0.117553494741251
437,0.0299204464030528,11.2523504739563,22,0.19229066128708
438,0.0179893763281396,20.731637248518,22,0.752203919199555
439,-0.203249694876588,52.5186779384876,2,2.82624990476336
440,-0.000286615789790743,18.0061879940583,15,0.423179545581792
441,0.0174837202550238,24.866167015421,15,-0.383908717424894
442,0.0152421976464286,21.3664324922015,19,0.24481444310077
443,0.0224312857562589,26.3293569908838,9,0.287756227281635
444,0.0171294178173038,31.9667985774918,9,0.349846161963342
445,0.0157810781503538,25.9281382287403,16,0.0492618981892695
446,0.0151422980635565,20.8953389618813,19,-0.138900142536912
447,0.0147670932521539,24.7251285628914,15,-0.0956621275070575
448,0.0177873526720723,35.6734823100696,11,-0.690869152841143
449,-0.0223365256756202,28.5116210508146,8,0.680208114352013
450,0.0180143392891679,38.166803877727,16,-0.246642653606732
451,0.0156400205399219,24.4609163560875,18,0.727984762453801
452,0.0528920198937902,13.5364376194376,16,-0.101105914085347
453,0.0704793447607003,16.6776196649533,11,-0.247000028111152
454,0.015846747364318,23.7127953969767,21,0.0994814260576351
455,-0.0428222190099461,20.6986536925407,9,-0.193620128542728
456,-0.00704931211454847,29.0303871944751,21,-0.547759261449351
457,-0.00733753243684481,29.469403885693,21,0.329491504100265
458,0.295152535554143,7.39733821089595,3,0.462005595942123
459,0.013135440187076,19.0997979056521,10,-0.416943469098218
460,0.0170789969946887,31.4444877894059,19,-0.0846758077749408
461,-0.0329287035980776,24.8357163665229,10,-0.177560729111239
462,0.112020126491473,9.09669169833213,10,0.879679231020782
463,0.0169658487600663,15.8771714308343,17,0.0158019897899223
464,0.0280565287695127,16.8620906957338,17,0.28542163765658
465,-0.0651922889091544,40.7226006073239,8,-0.661334068994878
466,-0.00547820087509264,32.3300992071353,20,-0.987714588777578
