ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,37.794466403162055,115.14624505928853,0,1
2,1,1,38.651785714285715,114.69196428571429,0,1
3,1,1,41.280851063829786,114.38723404255319,0,1
4,1,1,16.954732510288064,117.09053497942386,0,1
5,1,1,21.83206106870229,118.14885496183206,0,1
6,1,1,26.02097902097902,116.76923076923077,0,1
7,1,1,28.172638436482085,114.57328990228012,0,1
8,1,1,26.437689969604865,114.46808510638297,0,1
9,1,1,33.40226628895184,114.84985835694052,0,1
10,1,1,34.501333333333335,114.288,0,1
11,1,1,32.215384615384615,100.23461538461538,0,1
11,2,1,33.79057591623037,126.38743455497382,0,2
12,1,1,32.420664206642066,101.19188191881919,0,1
12,2,1,33.084210526315786,128.5,0,2
13,1,1,33.904761904761905,101.15079365079364,0,1
13,2,1,34.38383838383838,126.98484848484848,0,2
14,1,1,34.43396226415094,101.31320754716981,0,1
14,2,1,34.81553398058252,128.69417475728156,0,2
15,1,1,36.556390977443606,100.43609022556392,0,1
15,2,1,36.731277533039645,128.5066079295154,0,2
16,1,1,32.69847328244275,102.37404580152672,0,1
16,2,1,37.38351254480287,119.79928315412187,0,2
17,1,1,33.46931407942238,103.2346570397112,0,1
17,2,1,40.909677419354836,108.46451612903226,0,2
17,3,1,36.825806451612905,128.05161290322582,0,3
18,1,1,35.409893992932865,104.66431095406361,0,1
18,2,1,43.234939759036145,107.12048192771084,0,2
18,3,1,38.845238095238095,128.36904761904762,0,3
19,1,1,36.42122186495177,106.03215434083602,0,1
19,2,1,44.48876404494382,106.3932584269663,0,2
19,3,1,40.547486033519554,128.74301675977654,0,3
20,1,1,36.215384615384615,107.10461538461539,0,1
20,2,1,44.16161616161616,106.0959595959596,0,2
20,3,1,40.99476439790576,129.28795811518324,0,3
21,1,1,32.86279683377309,107.89182058047493,0,1
21,2,1,40.80534351145038,106.66030534351145,0,2
21,3,1,41.857723577235774,127.5,0,3
22,1,1,32.455263157894734,107.42631578947369,0,1
22,2,1,40.417910447761194,105.8731343283582,0,2
22,3,1,41.760299625468164,126.50187265917603,0,3
23,1,1,33.04973821989529,107.40837696335079,0,1
23,2,1,41.33892617449664,105.20805369127517,0,2
23,3,1,42.78716216216216,126.11824324324324,0,3
24,1,1,34.86698337292162,108.97862232779097,0,1
24,2,1,45.18292682926829,95.71341463414635,0,2
24,3,1,41.25625,117.5,0,3
24,4,1,44.77987421383648,127.33333333333333,0,4
25,1,1,36.12328767123287,108.14383561643835,0,1
25,2,1,46.38922155688623,95.59281437125749,0,2
25,3,1,46.6094674556213,124.25147928994083,0,3
25,4,1,42.36486486486486,117.57432432432432,0,4
