TimeStep,Cell_lable,Orientation,Center_X,Center_Y
1,1,90,244.5,216.5
1,2,0,262,252
1,3,9.46232223510742,228.729705810547,250.121627807617
1,4,18.4349479675293,242.400009155273,260.800018310547
1,5,0,254.5,275.5
1,6,65.7722549438477,228.606033325195,286.902282714844
2,1,77.47119140625,244.911743164063,216.352951049805
2,4,11.3099327087402,244.13459777832,277.826904296875
2,5,14.036244392395,258.676483154297,288.794128417969
2,6,63.4349517822266,229.100021362305,301.200012207031
2,7,90,259.5,181.5
2,8,0,261,211.5
3,4,90,246.5,292.5
3,5,26.5650501251221,264.299987792969,294.400024414063
3,6,72.1213073730469,233.201217651367,301.273773193359
3,8,90,266,217
3,9,84.8055725097656,251.368881225586,234.057373046875
3,10,15.9453954696655,269.688690185547,239.339645385742
4,5,29.538782119751,262.995391845703,297.214050292969
4,6,70.6410064697266,230.197647094727,298.7548828125
4,9,81.1581878662109,249.262298583984,217.614761352539
4,10,38.6598052978516,273.414672851563,235.231719970703
4,11,21.8014068603516,262.534484863281,198.913787841797
4,12,20.5560455322266,265.24658203125,252.342468261719
4,13,90,244,258.5
4,14,90,246,291.5
5,5,30.6506690979004,262.801025390625,298.585784912109
5,6,75.9637603759766,227.176498413086,292.205902099609
5,9,90,228.5,215.5
5,12,25.2777194976807,265.306640625,259.144805908203
5,14,77.0053787231445,240.758407592773,281.786499023438
5,15,75.0685806274414,247.966812133789,236.375549316406
5,16,90,261.5,225.5
6,5,27.1811103820801,269.155212402344,297.566223144531
6,6,73.0724868774414,226.315780639648,285.751739501953
6,12,25.3461780548096,278.065612792969,244.583709716797
6,14,72.6459732055664,244.256225585938,294.419921875
6,15,78.690071105957,245.519226074219,236.096130371094
6,16,74.0546035766602,259.443389892578,229.301864624023
6,17,23.1985912322998,262.301727294922,278.129333496094
6,18,18.4349498748779,247.350006103516,170.949996948242
6,19,5.71059226989746,261.123748779297,183.26237487793
6,20,90,233.5,247.5
6,21,29.0546054840088,216.150955200195,245.5283203125
7,5,90,290.5,275.5
7,6,73.1416015625,225.542068481445,282.638763427734
7,14,80.5376739501953,246.51350402832,294.581085205078
7,15,70.4633483886719,246.772186279297,253.403442382813
7,17,29.7448806762695,268.484588623047,285.776916503906
7,20,73.0724868774414,233.761291503906,260.572692871094
7,21,33.023868560791,214.562377929688,242.865539550781
7,22,33.6900672912598,275.538421630859,303.692291259766
8,15,23.1985912322998,264.5,292.000030517578
8,22,70.3461761474609,285.809936523438,311.56787109375
8,23,90,278.5,259
8,24,67.6713409423828,299.185943603516,304.539733886719
8,25,90,316,267.5
8,26,71.5650482177734,302.600006103516,273.799987792969
8,27,33.6900672912598,326.346160888672,340.230743408203
8,28,75.9637603759766,301.61767578125,347.970611572266
8,29,70.5599670410156,278.813873291016,334.389251708984
8,30,36.0273704528809,335.524353027344,353.654083251953
9,15,36.8698959350586,252.760009765625,288.820007324219
9,22,38.0470428466797,259.310089111328,304.74267578125
9,31,9.46232223510742,222.621627807617,195.270263671875
9,32,20.5560474395752,205.787673950195,192.732879638672
9,33,90,264.5,222.5
9,34,73.7397918701172,228.539978027344,224.279968261719
9,35,26.5650501251221,187.899978637695,236.699996948242
9,36,69.4439544677734,209.945220947266,257.520538330078
9,37,68.5232086181641,223.165588378906,250.025009155273
9,38,71.5650482177734,199.250015258789,270.25
9,39,77.47119140625,227.341171264648,300.035308837891
10,15,75.9637603759766,246.882385253906,307.529449462891
10,22,36.8698959350586,282.460021972656,307.720001220703
10,36,33.6900672912598,207.923049926758,239.615356445313
10,37,74.5778350830078,229.000030517578,265.000030517578
10,39,0,231,305.5
10,40,75.9637603759766,216.617660522461,275.470611572266
10,41,34.3803443908691,274.270721435547,293.52734375
10,42,79.2156982421875,261.488006591797,176.311813354492
10,43,90,281.5,220.5
10,44,90,300,273.5
10,45,64.2306671142578,249.566543579102,275.709289550781
11,15,69.4439544677734,241.890411376953,316.041076660156
11,22,34.0193481445313,277.498016357422,306.336181640625
11,36,40.1009101867676,202.392211914063,233.909225463867
11,40,90,205.5,256.5
11,41,32.8285446166992,269.685516357422,291.587432861328
11,42,75.2564392089844,255.066070556641,168.851043701172
11,44,90,296.5,266.5
11,45,66.1940612792969,241.46598815918,277.956207275391
11,46,75.9637603759766,239.529434204102,169.617660522461
11,47,5.71059322357178,259.861358642578,275.386169433594
11,48,72.1811065673828,227.676315307617,322.104034423828
12,15,66.0375137329102,238.9072265625,310.541229248047
12,22,26.5650501251221,271.5,328
12,36,33.1113433837891,203.771194458008,227.350799560547
12,41,25.5599670410156,271.353088378906,295.625396728516
12,42,68.9624862670898,254.273193359375,165.510299682617
12,44,90,296.5,272.5
12,45,64.9831008911133,243.042007446289,285.447113037109
12,46,72.3498840332031,241.589111328125,175.994369506836
12,47,90,260.5,281.5
12,48,68.1985931396484,228.913787841797,326.034484863281
12,49,23.9624900817871,287.546417236328,296.020599365234
12,50,75.9637603759766,249.676483154297,334.205932617188
12,51,72.2553253173828,226.261993408203,178.25617980957
12,52,77.9052429199219,280.634124755859,207.292678833008
12,53,90,281,236
13,15,68.1985931396484,235.413787841797,301.034454345703
13,22,32.2756423950195,277.206939697266,336.630737304688
13,36,21.0375118255615,214.999984741211,201.5
13,41,20.5560474395752,269.445190429688,318.979431152344
13,42,59.7435646057129,251.282379150391,156.126937866211
13,45,68.7494964599609,246.241287231445,290.906158447266
13,46,56.3099365234375,232.923065185547,154.384613037109
13,48,69.4439544677734,221.883544921875,307.356170654297
13,49,18.4349498748779,292.449981689453,291.650024414063
13,50,70.0168914794922,251.926986694336,338.299255371094
13,51,64.0934906005859,226.060455322266,173.242095947266
13,52,75.9637603759766,285.852935791016,198.911758422852
13,53,11.3099327087402,279.942321777344,238.288467407227
13,54,63.4349517822266,248.400024414063,183.300033569336
13,55,29.3577518463135,198.568222045898,238.100875854492
13,56,26.5650501251221,288.200012207031,309.600006103516
13,57,66.8014068603516,234.939666748047,336.02587890625
13,58,78.690071105957,268.038452148438,197.192306518555
13,59,14.036244392395,224.764724731445,218.941223144531
13,60,90,297.5,229
13,61,14.3813953399658,238.599945068359,224.410232543945
13,62,17.1027297973633,264.894592285156,236.967559814453
13,63,13.6713075637817,252.55583190918,228.770355224609
13,64,18.4349479675293,209.250030517578,252.250015258789
13,65,14.036244392395,223.000030517578,259.000030517578
14,15,74.0546035766602,236.235824584961,299.575469970703
14,22,37.5685920715332,278.514862060547,337.280670166016
14,36,17.5255680084229,214.066757202148,199.705291748047
14,41,37.4053573608398,272.5,321
14,42,45,252.750030517578,156.250015258789
14,45,70.3461761474609,241.278274536133,271.579193115234
14,46,45,222.500015258789,146
14,48,75.9637603759766,222.235321044922,304.441192626953
14,49,78.690071105957,294.730773925781,300.653839111328
14,50,66.8014068603516,249.241409301758,337.896606445313
14,51,48.8140754699707,217.022125244141,163.168151855469
14,53,90,281.5,231
14,54,38.6598052978516,248.804916381836,174.243911743164
14,55,24.2277450561523,200.604995727539,238.822235107422
14,57,68.9624862670898,233.701019287109,340.922668457031
14,58,90,272.5,185.5
14,59,18.4349498748779,225.75,211.75
14,60,90,297,226
14,61,14.3493328094482,239.962417602539,212.874099731445
14,62,90,266.5,235.5
14,63,11.3099327087402,256.826904296875,206.86540222168
14,64,19.7988758087158,210.371078491211,254.913589477539
14,65,19.4400367736816,223.715408325195,261.723083496094
14,66,6.00900554656982,251.578079223633,239.508239746094
14,67,75.9637603759766,252.617660522461,306.970611572266
14,68,0,289,270
14,69,74.4758911132813,275.432647705078,279.657623291016
14,70,74.5778350830078,261.035369873047,285.128173828125
15,15,78.690071105957,231,286.500030517578
15,22,31.6075019836426,280.306854248047,347.688812255859
15,36,18.4349479675293,214.75,190.25
15,41,32.2756462097168,271.857421875,332.225769042969
15,42,30.1413860321045,250.753692626953,151.840835571289
15,45,78.690071105957,242.192306518555,275.461547851563
15,46,36.8698959350586,214.040008544922,146.279998779297
15,49,82.8749847412109,294.623107910156,310.984619140625
15,50,71.565055847168,246.600036621094,341.299987792969
15,51,30.4655437469482,196.358612060547,151.740371704102
15,53,0,281.5,228
15,54,36.0273780822754,248.935134887695,168.089202880859
15,55,30.6506633758545,199.73957824707,244.345703125
15,57,74.3577499389648,231.221054077148,343.718078613281
15,58,14.036244392395,273.294097900391,183.823532104492
15,59,90,223,227
15,61,90,243,183.5
15,62,90,267,232.5
15,64,29.7448806762695,211.323104858398,254.184631347656
15,65,38.9909973144531,224.946578979492,261.742462158203
15,67,72.3498840332031,252.107894897461,316.124786376953
15,68,26.5650501251221,288.800048828125,273.900024414063
15,69,76.4295654296875,275.124176025391,285.728698730469
15,70,76.6754760742188,260.802307128906,290.665222167969
15,71,53.9726295471191,223.005416870117,174.132431030273
15,72,28.6104621887207,238.331176757813,230.726119995117
15,73,90,237.5,312
15,74,0,288.5,186
15,75,82.8749847412109,296.746185302734,227.969253540039
16,15,0,221.5,295
16,22,36.8698959350586,287.460021972656,358.720031738281
16,41,34.5085220336914,278.830200195313,345.383239746094
16,42,8.13010311126709,236.429977416992,146.989990234375
16,46,53.9726295471191,213.554046630859,148.824310302734
16,49,72.7585372924805,298.858489990234,312.543914794922
16,50,90,246.5,336
16,51,50.9061431884766,199.414123535156,155.163543701172
16,53,90,285.5,229
16,54,26.5650501251221,250.800048828125,168.400024414063
16,55,50.1944313049316,201.663909912109,250.196701049805
16,58,21.124719619751,273.735748291016,194.12516784668
