CellLifeId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,0.0417312739927075,20,8,13.2372768502247,26.875
2,0.0331720661207825,24,7,12.4114554333379,28.5714285714286
3,0.00450615526467652,24,93,-0.521398786338006,23.2795698924731
4,0.00732408192445406,10,100,-0.573037748820834,12.37
5,0.0396335364623909,26,5,-2.34886387953851,30
6,0.0330279470519924,26,6,-4.98192908398855,30.3333333333333
7,0.0121225480569582,27,2,-21.1404629635463,27.5
8,0.0213790200100239,23,5,-6.17677802605014,25.2
9,0.115871712936481,13,5,16.1083361575882,22.2
10,0.0336749200754452,15,15,-3.12849359641001,22.6
11,0.0187082889308029,15,27,-1.8844283419919,21.962962962963
12,0,32,1,52.8078566139192,32
13,0.0360802715094055,15,14,5.94031813597282,20.9285714285714
14,0.0255892905702045,17,13,8.28682878360398,20.4615384615385
15,0.0308065413582198,19,15,-0.370341249724318,26.2
16,0.0237369993746781,17,15,-1.29224205303501,21.7333333333333
17,0.0310838873625803,18,13,-1.56282910919881,24.7692307692308
18,0.0322162453430617,12,16,-2.08231412068648,13.5625
19,0.0355460092594844,14,13,6.77079688627796,20.6923076923077
20,0.0277105497833201,19,14,3.94410508217626,25.2142857142857
21,0.0265609049049185,20,11,-1.46468108846916,24.2727272727273
22,0.0370335508851432,17,14,-2.46909025332858,24.8571428571429
23,0,9,1,55.5035094272161,9
24,0.0340550415843994,18,10,6.74471326500283,22.8
25,0.0289609402018492,19,12,6.46735252255347,24
26,0.0302851793676189,18,14,7.63500760176888,24.3571428571429
27,0.0355460092594844,16,13,6.88511603151536,22.8461538461538
28,0.0994436584518478,9,10,7.04443988306303,25.9
29,0.0505360239106829,20,7,15.7625744038093,28.2857142857143
30,0.231049060186648,6,2,44.1444414731002,9
31,0.0632482702841506,26,4,19.3877053958009,33.25
32,0.060361043740142,9,15,6.43275024751982,20.1333333333333
33,0.0462727290519502,10,12,-3.39864109743806,17.5833333333333
34,0.0347893039666503,16,15,6.83108877181887,23.6
35,0.0274791609159029,20,18,6.9380949439117,28
36,0.0449743623257548,14,14,3.49838944873696,23.4285714285714
37,0.0355460092594844,17,13,4.73632309849502,22.6923076923077
38,0.0371240430372666,16,13,-0.653650115396941,22.6923076923077
39,0.0322363415088397,16,13,-1.65330415843099,21.0769230769231
40,0.0386157245817299,16,14,-3.00532820806291,22.8571428571429
41,0.0355460092594844,17,13,-3.78512015074821,23.3076923076923
42,0.0356585492317997,20,12,4.18004308734309,26.75
43,0.0326548147167844,20,12,6.62424843842453,26.4166666666667
44,0.0346752393929441,15,12,9.40410646495597,20.5
45,0.0326548147167844,15,12,7.84222281141631,19.1666666666667
46,0.0369510848588749,18,13,-0.237292632251133,25.3846153846154
47,0.0308089159194323,17,13,-0.77151565061888,22.6923076923077
48,0.0315076035930854,22,11,4.3689752945709,27.5454545454545
49,0.0249870728064277,20,7,10.0160569337642,22.4285714285714
50,0.0304978003972663,16,13,5.29878506650768,20.6923076923077
51,0.0268332381417717,16,13,6.66572106627486,19.6923076923077
52,0.0322363415088397,16,13,5.93839211697168,21.4615384615385
53,0.0400847564997191,16,11,4.28101925759257,22.2727272727273
54,0.0418762112431322,16,12,4.65960806930218,23.25
55,0.0227106700995386,18,14,5.04169558945992,22.7857142857143
56,0.0352679724514983,19,11,4.25989721969881,25.4545454545455
57,0.0385447737406059,18,11,4.32816545633624,23.5454545454545
58,0.0301323415828705,21,10,1.52352178113694,25.6
59,0.0362410297725988,18,10,0.386028525172344,22.5
60,0.031333575283049,20,10,-1.45584660449456,24.4
61,0.027197123628817,19,12,-2.15512259179361,24.9166666666667
62,0.0245149853416878,18,10,-0.652294116567627,22.4
63,0.00556380802602178,14,16,-1.07458706905056,16.6875
64,0.0480364103165373,18,10,7.29050091287783,27.7
65,0.0367443601247425,16,12,7.89887367052101,22.6666666666667
66,0.0247937279238011,16,6,12.5694055285119,17.8333333333333
67,0.0402177132903722,16,12,-1.88383136595472,23.0833333333333
68,0.0117917389124927,10,30,-0.701357498123208,15.3666666666667
69,0.0872657839880148,16,7,17.2411218918607,28
70,0.0306704767944467,19,12,8.13944364332772,24.4166666666667
71,0.0401185954129554,17,12,7.67946610442081,23.75
72,0.0373858040690237,20,6,15.8694951663602,24
