CellNumber,AverageVelocity,AverageLength,AverageOrientation
1,0.0117574546771569,30.7333333333333,-38.8725366059799
2,0.117910939666725,30.2058823529412,-57.2601629689467
3,0.298975413858706,25.1111111111111,69.1489001230104
4,0.00327078830418436,41.5,11.1041591272806
5,-0.0405432256372925,51.12,7.01505596821401
6,0.022186598797496,30.45,75.6062443755841
7,0.0360919433071568,36.8481012658228,-62.9032585127448
8,0.00304067068353498,28.7941176470588,-15.9016149456431
9,-0.116065900196639,39.1666666666667,62.2592116903404
10,-0.0232335593202392,24.8695652173913,-33.5892107594153
11,0.0489939857003478,29.2592592592593,-14.9783352989797
12,-0.14575158473896,28.1860465116279,-71.580249522913
13,0.0624190436658777,27.1515151515152,-32.8303745416813
14,-0.0011949721941228,25.0526315789474,-2.11005316374253
15,0.0231450117015773,30.1428571428571,-15.215921141791
16,-0.196666217772369,44.2641509433962,-52.3611883582285
17,0.0132207532309114,20.031914893617,13.0690259516271
18,-0.218986246572369,35.8,46.1452512469852
19,0.152265094302717,37.2142857142857,34.1915029032749
20,0.10528960179024,30.9444444444444,-58.1010341966529
21,0.00544715693236377,18.625,-18.2098184562598
22,0.0236020570854786,21.5263157894737,-53.1047677785072
23,-0.0347975839574268,27.5714285714286,57.5317186896372
24,-0.141269060796352,29.7037037037037,-55.9466561399211
25,-0.0536609831974677,27.4,-57.0533260233416
26,0.265208697244433,26.8709677419355,33.3607648083034
27,-0.0245729037190448,27.7948717948718,-52.3152392493739
28,0.099287196356651,31.4285714285714,-58.9456048067007
29,-0.330455723284204,30.3050847457627,57.0613647737901
30,-0.32823376792935,20.4444444444444,29.365958312352
31,0.0628389829841206,23.6875,-38.6941277521026
32,0.0951352678242428,51.6,9.96223214727697
33,-0.221666297724469,31.2142857142857,-4.22693350462116
34,-0.132792762441101,24.4571428571429,5.49551368313619
35,0.133032628109224,33.5434782608696,82.1876887519775
36,-0.0826930847542314,24.027027027027,0.186031470126198
37,-0.21891343125016,23.2459016393443,18.1736740710531
38,0.143564043184125,27.9166666666667,11.4645223226179
39,0.17115178078973,25.25,57.6152300933639
40,0.1227568919779,35.5,-67.3305428303929
41,0.133588773965035,33,26.741297467629
42,0.00207178262423604,25.4285714285714,75.9978956774295
43,-0.114032896684549,29.3611111111111,2.43685606066472
44,-0.174634104827148,27.1428571428571,76.2526212764877
45,0.0490607539634564,27.6111111111111,-29.1988798727853
46,0.0148502750329271,32.3,29.5567463145946
47,-0.034551725921915,42.359375,-3.27943637099367
48,-0.0798693994962684,28.2558139534884,48.3669373419277
49,-0.0661875080197802,31.7708333333333,21.2558523566354
50,0.14922632211133,25.59375,25.0122648879
51,-0.0838437246013817,27.75,2.3350859014148
52,-0.0578293437561039,30.3,36.5114000431717
53,-0.0524305749553642,27.6969696969697,-50.6587813053919
54,-0.116996974844346,26.9130434782609,-73.2969942540629
55,0.0212194500810738,26.84375,-65.8871416247568
56,0.0708349807144922,28.75,-64.7245512631373
57,-0.121842161679448,36.4615384615385,-76.1522708906961
58,-0.0601721963357061,30.7558139534884,-1.42675728565281
59,-0.127393573366425,33.2767857142857,-8.72347417296735
60,-0.0231561381825215,33.5789473684211,-29.3045231063425
61,-0.0648690714550157,34.9090909090909,26.9690591920552
62,0.0214584071081095,23.8409090909091,10.9788936534217
63,0.0850791752968256,34.9523809523809,3.24618293702843
64,0.0577156877673124,19.0722891566265,17.1008557784682
65,-0.0821519081829332,34.8,18.9607865618013
66,-0.116023907708572,17.1,12.124757709541
67,-0.297222458673195,28.9666666666667,47.0427358281947
68,0.0629717618601587,38.8571428571429,43.3316674344509
69,0.213399701204036,14.1573033707865,50.1556214026945
70,0.193187507044695,31.92,4.27924772597221
71,-0.0167571587010874,25.9,53.9426595911392
72,0,11,44.1330142478754
73,-0.0228651231579123,41.3589743589744,51.2500524774426
74,-0.0146248426114301,29.2820512820513,20.0510157362551
75,0.0984625820824402,25.9196428571429,15.0841101774734
76,0.00596735197659096,26.2894736842105,-15.1386089424906
77,0.0404908461681601,27,-20.4414259008318
78,0.0909515698253017,32.4,33.0353106570962
79,0.129201493118761,28.2368421052632,34.4880616404896
80,0.00791451207223599,38.6885245901639,-16.1297664322714
81,0.000453980154588862,32.5,-15.1017239472791
82,-0.0236460089424024,24.8823529411765,-19.4246215551584
83,0.206060783029573,31.8064516129032,34.6843519063901
84,0.037881221302501,32.8125,36.7619078425504
85,-0.0282240997980365,25.25,-10.2882596921678
86,-0.0264019917697741,30.6603773584906,-22.1180789521447
87,-0.1628050685531,30.5161290322581,48.1563176104833
88,-0.232409381918037,32.5769230769231,12.9132978297205
89,0.00231384958134467,31.5714285714286,-16.8493096323383
90,0.366700726873298,17.5765765765766,8.18918375755195
91,0.27542708978762,30,24.1662105610842
92,-0.156393982995993,28.1842105263158,15.9907526120156
93,-0.0963655480322084,15.825,22.6843636238655
94,-0.120888293703942,8.3125,-16.7475447752767
95,0.0300478946231578,36.3,-34.8872455955273
96,-0.0793544166285734,34.5142857142857,32.5217778915786
97,0.317971259282454,18.2142857142857,14.662700391872
98,0.401734880244973,29.1219512195122,1.62709558837083
99,-0.197307057814713,28.7083333333333,22.006520311643
100,0.00186203525734404,30.875,-30.1538147706368
101,0,6,-16.8450337629899
102,-0.194018969330364,25.4883720930233,38.7845877942861
103,0.0501959860255223,9.92,-32.1883471445983
104,0.000176468029865751,34.3478260869565,-13.822453753862
105,-0.223819659604369,27.1111111111111,-6.95590958336695
106,-0.27826615745511,31.6774193548387,36.9953826829663
107,-0.00109645866215286,25.2093023255814,28.2326407920297
108,0.156392270125578,29.28125,-14.9658923558538
109,-0.00832275357004042,29.7741935483871,12.8633684865613
110,0.162698759100266,30.6046511627907,11.785770636006
