1	0	0	0
2	1	1	0
3	2	8	0
4	9	9	3
5	10	10	0
6	11	12	0
7	12	18	40
8	13	18	0
9	13	19	0
10	15	15	0
11	16	18	0
12	19	22	7
13	19	24	8
14	20	28	9
15	23	26	12
16	23	24	45
17	23	27	0
18	24	28	0
19	25	25	0
20	25	25	0
21	25	25	0
22	26	27	0
23	26	26	0
24	26	30	0
25	26	30	0
26	27	28	42
27	27	30	0
28	27	30	0
29	27	27	0
30	28	28	22
31	28	28	0
32	28	28	0
33	28	30	0
34	29	30	31
35	29	30	32
36	29	30	14
37	29	30	0
38	29	30	0
39	29	30	0
40	9	11	3
41	12	14	40
42	19	26	7
43	27	27	42
44	19	23	8
45	20	22	9
46	23	24	45
47	23	26	12
48	29	30	14
49	28	30	22
50	29	30	31
51	29	30	32
