ImageNumber,ObjectNumber,Children_IdentifySecondaryObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Watershed
9,6,1,224.66666666666666,214.0,0,6,6
9,7,1,211.16666666666666,218.55555555555554,0,7,7
9,8,1,186.47448979591837,238.75510204081633,0,8,8
9,9,1,225.0,217.0,0,9,9
9,10,1,264.3723849372385,232.9539748953975,0,10,10
9,11,1,227.0,218.5,0,11,11
9,12,1,229.8181818181818,225.9090909090909,0,12,12
9,13,1,226.0,223.0,0,13,13
9,14,1,212.5,224.5,0,14,14
9,15,1,214.7,227.8,0,15,15
9,16,1,228.0,228.0,0,16,16
9,17,1,249.28571428571428,231.28571428571428,0,17,17
9,18,1,215.0,231.0,0,18,18
9,19,1,248.0,234.33333333333334,0,19,19
9,20,1,249.33333333333334,239.0,0,20,20
9,21,1,278.94498381877025,258.0194174757282,0,21,21
9,22,1,203.625,241.25,0,22,22
9,23,1,204.25,244.25,0,23,23
9,24,1,249.0,245.0,0,24,24
9,25,1,248.5,247.83333333333334,0,25,25
9,26,1,208.0,250.0,0,26,26
9,27,1,248.25,252.5,0,27,27
9,28,1,250.0,251.0,0,28,28
9,29,1,208.66666666666666,253.66666666666666,0,29,29
9,30,1,199.1400778210117,271.08949416342415,0,30,30
9,31,1,266.0,256.0,0,31,31
9,32,1,210.94736842105263,259.8421052631579,0,32,32
9,33,1,264.0,257.3333333333333,0,33,33
9,34,1,247.0,259.0,0,34,34
9,35,1,247.0,261.0,0,35,35
9,36,1,248.0,263.6666666666667,0,36,36
9,37,1,228.0,264.0,0,37,37
9,38,1,229.0,266.6666666666667,0,38,38
9,39,1,230.5,269.0,0,39,39
9,40,1,216.5,271.0,0,40,40
9,41,1,252.88425925925927,289.3240740740741,0,41,41
9,42,1,215.5,273.5,0,42,42
9,43,1,217.0,277.0,0,43,43
9,44,1,236.0,281.0,0,44,44
9,45,1,259.02416918429003,305.7703927492447,0,45,45
9,46,1,225.40740740740742,294.51851851851853,0,46,46
9,47,1,214.6317280453258,317.08781869688386,0,47,47
9,48,1,230.20574162679426,319.6363636363636,0,48,48
10,1,1,261.0115606936416,172.59537572254337,0,1,1
10,2,1,245.40772532188842,180.66523605150215,0,2,2
10,3,1,227.87878787878788,189.9158249158249,0,3,3
10,4,1,264.55555555555554,188.82407407407408,0,4,4
10,5,1,265.7391304347826,203.90217391304347,0,5,5
10,6,1,282.24347826086955,224.2173913043478,0,6,6
10,7,1,235.0,218.16666666666666,0,7,7
10,8,1,207.2167487684729,240.935960591133,0,8,8
10,9,1,251.0,221.5,0,9,9
10,10,1,236.0,224.0,0,10,10
10,11,1,252.0,224.0,0,11,11
10,12,1,237.0,226.0,0,12,12
10,13,1,235.25,229.25,0,13,13
10,14,1,251.33333333333334,231.0,0,14,14
10,15,1,236.22222222222223,234.11111111111111,0,15,15
10,16,1,283.5934065934066,240.0,0,16,16
10,17,1,250.0,236.0,0,17,17
10,18,1,268.0,237.0,0,18,18
10,19,1,236.0,238.0,0,19,19
10,20,1,238.0,238.0,0,20,20
10,21,1,299.6525974025974,259.538961038961,0,21,21
10,22,1,224.1818181818182,248.0,0,22,22
10,23,1,283.8181818181818,252.9090909090909,0,23,23
10,24,1,267.6,252.9,0,24,24
10,25,1,225.0,254.0,0,25,25
10,26,1,216.6304347826087,276.7427536231884,0,26,26
10,27,1,282.5,257.5,0,27,27
10,28,1,304.0,257.0,0,28,28
10,29,1,229.72222222222223,266.5,0,29,29
10,30,1,266.5,265.5,0,30,30
10,31,1,246.0,267.0,0,31,31
10,32,1,267.0,268.0,0,32,32
10,33,1,266.0,270.0,0,33,33
10,34,1,230.0,271.0,0,34,34
10,35,1,247.5,271.0,0,35,35
10,36,1,268.0,271.0,0,36,36
10,37,1,248.5,273.0,0,37,37
10,38,1,267.0,273.0,0,38,38
10,39,1,249.0,275.0,0,39,39
10,40,1,274.6974358974359,293.34358974358975,0,40,40
10,41,1,234.0,276.0,0,41,41
10,42,1,267.0,276.0,0,42,42
10,43,1,234.5909090909091,280.90909090909093,0,43,43
10,44,1,254.0,285.0,0,44,44
10,45,1,280.6267806267806,310.5982905982906,0,45,45
10,46,1,234.38328530259366,323.6541786743516,0,46,46
10,47,1,244.5,301.5,0,47,47
10,48,1,245.5,304.75,0,48,48
10,49,1,247.5,308.5,0,49,49
10,50,1,250.78082191780823,332.2146118721461,0,50,50
11,1,1,255.97543859649122,172.31578947368422,0,1,1
11,2,1,240.36702127659575,172.8244680851064,0,2,2
11,3,1,223.92672413793105,176.61206896551724,0,3,3
11,4,1,223.19402985074626,196.1044776119403,0,4,4
11,5,1,244.0,192.0,0,5,5
11,6,1,244.8,195.8,0,6,6
11,7,1,259.0,197.0,0,7,7
11,8,1,261.44444444444446,198.66666666666666,0,8,8
11,9,1,223.0,203.0,0,9,9
11,10,1,262.0,203.0,0,10,10
11,11,1,277.719298245614,213.2017543859649,0,11,11
11,12,1,261.0,207.0,0,12,12
11,13,1,200.91509433962264,235.87735849056602,0,13,13
11,14,1,233.0,215.0,0,14,14
11,15,1,234.0,217.0,0,15,15
11,16,1,247.0,221.0,0,16,16
11,17,1,231.5,226.57142857142858,0,17,17
11,18,1,279.0,224.66666666666666,0,18,18
11,19,1,277.6666666666667,228.33333333333334,0,19,19
11,20,1,280.0,228.0,0,20,20
11,21,1,293.7457627118644,236.6864406779661,0,21,21
11,22,1,230.5,231.0,0,22,22
11,23,1,245.875,234.125,0,23,23
11,24,1,278.2857142857143,238.17142857142858,0,24,24
11,25,1,262.5,237.5,0,25,25
11,26,1,216.5,240.25,0,26,26
11,27,1,217.8,246.46666666666667,0,27,27
11,28,1,295.8453608247423,259.3556701030928,0,28,28
11,29,1,279.0,249.8,0,29,29
11,30,1,262.0,250.0,0,30,30
11,31,1,208.13793103448276,275.0896551724138,0,31,31
11,32,1,262.0,254.125,0,32,32
11,33,1,279.0,253.33333333333334,0,33,33
11,34,1,260.0,266.5,0,34,34
11,35,1,260.6666666666667,269.6666666666667,0,35,35
11,36,1,275.7142857142857,282.672268907563,0,36,36
11,37,1,239.0,272.0,0,37,37
11,38,1,261.0,272.6666666666667,0,38,38
11,39,1,240.8,275.93333333333334,0,39,39
11,40,1,258.0,273.0,0,40,40
11,41,1,261.0,275.0,0,41,41
11,42,1,223.0,276.0,0,42,42
11,43,1,224.0,278.0,0,43,43
11,44,1,224.0,280.0,0,44,44
11,45,1,224.33333333333334,282.3333333333333,0,45,45
11,46,1,287.1744186046512,293.31976744186045,0,46,46
11,47,1,260.2985074626866,306.1194029850746,0,47,47
11,48,1,228.36363636363637,324.97727272727275,0,48,48
11,49,1,239.2,308.8,0,49,49
11,50,1,267.77464788732397,320.5774647887324,0,50,50
11,51,1,241.2,314.2,0,51,51
11,52,1,242.0,318.0,0,52,52
11,53,1,244.0,319.0,0,53,53
11,54,1,247.62926829268292,338.7512195121951,0,54,54
12,1,1,252.2240663900415,160.26141078838174,0,1,1
12,2,1,237.46625766871165,164.28220858895705,0,2,2
12,3,1,222.8763440860215,167.13440860215053,0,3,3
12,4,1,228.4935064935065,184.06493506493507,0,4,4
12,5,1,261.6111111111111,188.72222222222223,0,5,5
12,6,1,280.1366459627329,205.95652173913044,0,6,6
12,7,1,262.0,195.5,0,7,7
12,8,1,264.5,198.5,0,8,8
12,9,1,262.5,200.5,0,9,9
12,10,1,202.71212121212122,229.56493506493507,0,10,10
12,11,1,263.0,204.0,0,11,11
12,12,1,265.0,207.0,0,12,12
12,13,1,296.7113702623907,249.84839650145773,0,13,13
12,14,1,233.0,227.0,0,14,14
12,15,1,233.33333333333334,229.33333333333334,0,15,15
12,16,1,281.0,230.0,0,16,16
12,17,1,281.0,233.5,0,17,17
12,18,1,220.0,233.0,0,18,18
12,19,1,219.0,235.0,0,19,19
12,20,1,279.9375,242.16666666666666,0,20,20
12,21,1,218.0,237.75,0,21,21
12,22,1,219.0,248.0,0,22,22
12,23,1,207.2360248447205,275.4130434782609,0,23,23
12,24,1,277.0,251.0,0,24,24
12,25,1,279.0,252.0,0,25,25
12,26,1,261.3333333333333,266.0,0,26,26
12,27,1,260.8,272.26666666666665,0,27,27
12,28,1,282.0,270.0,0,28,28
12,29,1,239.0,272.0,0,29,29
12,30,1,278.3614457831325,279.9759036144578,0,30,30
12,31,1,222.0,276.0,0,31,31
12,32,1,240.0,276.5,0,32,32
12,33,1,222.4,279.2,0,33,33
12,34,1,241.5,280.5,0,34,34
12,35,1,223.0,282.0,0,35,35
12,36,1,288.02272727272725,296.28977272727275,0,36,36
12,37,1,243.0,283.5,0,37,37
12,38,1,222.0,284.5,0,38,38
12,39,1,224.0,284.0,0,39,39
12,40,1,273.0,290.0,0,40,40
12,41,1,271.0,297.0,0,41,41
12,42,1,270.0,299.0,0,42,42
12,43,1,272.0,299.0,0,43,43
12,44,1,270.0,301.0,0,44,44
12,45,1,230.25271739130434,329.6222826086956,0,45,45
12,46,1,262.8421052631579,313.75,0,46,46
12,47,1,238.0,307.0,0,47,47
12,48,1,240.0,310.0,0,48,48
12,49,1,240.0,313.0,0,49,49
12,50,1,242.0,313.0,0,50,50
12,51,1,242.5,319.5,0,51,51
12,52,1,270.2568306010929,332.39890710382514,0,52,52
12,53,1,248.0,330.0,0,53,53
12,54,1,250.0,330.5,0,54,54
12,55,1,251.7958115183246,346.70680628272254,0,55,55
13,1,1,250.6392156862745,154.8392156862745,0,1,1
13,2,1,230.9748427672956,151.54716981132074,0,2,2
13,3,1,221.0441176470588,163.23529411764707,0,3,3
13,4,1,238.5,163.5,0,4,4
13,5,1,244.0,177.0,0,5,5
13,6,1,246.0,177.0,0,6,6
13,7,1,229.5,180.5,0,7,7
13,8,1,246.0,181.0,0,8,8
13,9,1,248.0,181.0,0,9,9
13,10,1,266.125,184.625,0,10,10
13,11,1,232.0,183.0,0,11,11
13,12,1,247.0,183.0,0,12,12
13,13,1,232.0,185.0,0,13,13
13,14,1,249.0,185.0,0,14,14
13,15,1,285.1703296703297,198.52197802197801,0,15,15
13,16,1,214.57575757575756,202.3272727272727,0,16,16
13,17,1,269.0,191.0,0,17,17
13,18,1,269.3636363636364,196.0,0,18,18
13,19,1,269.3333333333333,199.66666666666666,0,19,19
13,20,1,271.0,203.0,0,20,20
13,21,1,298.3631284916201,233.2122905027933,0,21,21
13,22,1,223.0,221.0,0,22,22
13,23,1,225.0,221.0,0,23,23
13,24,1,225.0,223.0,0,24,24
13,25,1,198.95294117647057,238.04313725490195,0,25,25
13,26,1,223.0,224.0,0,26,26
13,27,1,238.0,226.0,0,27,27
13,28,1,282.0,227.0,0,28,28
13,29,1,284.0,227.0,0,29,29
13,30,1,280.3837209302326,239.15116279069767,0,30,30
13,31,1,221.0,232.0,0,31,31
13,32,1,278.0,234.0,0,32,32
13,33,1,205.1723163841808,274.4406779661017,0,33,33
13,34,1,297.40983606557376,259.7103825136612,0,34,34
13,35,1,277.5,253.5,0,35,35
13,36,1,223.0,262.5,0,36,36
13,37,1,222.0,266.0,0,37,37
13,38,1,260.3333333333333,268.0,0,38,38
13,39,1,220.63636363636363,272.09090909090907,0,39,39
13,40,1,279.69879518072287,278.87951807228916,0,40,40
13,41,1,218.0,272.0,0,41,41
13,42,1,238.0,272.0,0,42,42
13,43,1,260.6923076923077,276.96153846153845,0,43,43
13,44,1,290.91954022988506,299.45402298850576,0,44,44
13,45,1,221.51162790697674,307.015503875969,0,45,45
13,46,1,268.618320610687,321.77862595419845,0,46,46
13,47,1,277.10460251046027,337.36401673640165,0,47,47
13,48,1,235.63470319634703,337.3972602739726,0,48,48
13,49,1,253.20606060606062,342.7030303030303,0,49,49
14,1,1,221.6726457399103,145.1390134529148,0,1,1
14,2,1,247.81770833333334,150.58333333333334,0,2,2
14,3,1,208.95473251028807,153.09465020576133,0,3,3
14,4,1,231.0,148.0,0,4,4
14,5,1,262.4888888888889,164.9,0,5,5
14,6,1,222.66666666666666,167.66666666666666,0,6,6
14,7,1,223.0,170.0,0,7,7
14,8,1,228.0625,175.3125,0,8,8
14,9,1,243.0,171.0,0,9,9
14,10,1,245.0,171.5,0,10,10
14,11,1,248.0,172.0,0,11,11
14,12,1,249.0,174.0,0,12,12
14,13,1,274.375,182.1,0,13,13
14,14,1,288.49302325581397,192.07441860465116,0,14,14
14,15,1,213.90062111801242,199.88198757763976,0,15,15
14,16,1,271.0,189.0,0,16,16
14,17,1,273.3333333333333,189.66666666666666,0,17,17
14,18,1,273.3,196.2,0,18,18
14,19,1,226.66666666666666,210.33333333333334,0,19,19
14,20,1,224.0,212.0,0,20,20
14,21,1,295.5135135135135,243.15878378378378,0,21,21
14,22,1,223.5,219.5,0,22,22
14,23,1,200.33877551020407,239.89795918367346,0,23,23
14,24,1,281.46153846153845,235.23076923076923,0,24,24
14,25,1,234.0,231.0,0,25,25
14,26,1,216.0,242.0,0,26,26
14,27,1,213.83333333333334,246.66666666666666,0,27,27
14,28,1,211.13333333333333,254.26666666666668,0,28,28
14,29,1,281.0,252.0,0,29,29
14,30,1,209.0,253.0,0,30,30
14,31,1,204.58156028368793,283.1737588652482,0,31,31
14,32,1,206.0,260.0,0,32,32
14,33,1,223.0,263.0,0,33,33
14,34,1,222.0,265.0,0,34,34
14,35,1,240.0,269.0,0,35,35
14,36,1,274.0,273.25,0,36,36
14,37,1,221.0,273.0,0,37,37
14,38,1,276.17857142857144,281.32142857142856,0,38,38
14,39,1,295.66509433962267,302.4669811320755,0,39,39
14,40,1,276.0,289.0,0,40,40
14,41,1,279.0,291.0,0,41,41
14,42,1,221.76470588235293,305.14285714285717,0,42,42
14,43,1,271.25,323.44117647058823,0,43,43
14,44,1,278.0,311.5,0,44,44
14,45,1,277.6277056277056,338.6363636363636,0,45,45
14,46,1,234.5766129032258,342.18145161290323,0,46,46
14,47,1,244.0,329.0,0,47,47
14,48,1,246.33333333333334,333.1666666666667,0,48,48
14,49,1,252.875,349.46527777777777,0,49,49
15,1,1,212.0677966101695,144.97033898305085,0,1,1
15,2,1,249.5457627118644,151.01016949152543,0,2,2
15,3,1,195.7159090909091,151.01136363636363,0,3,3
15,4,1,227.0,158.0,0,4,4
15,5,1,238.0,159.5,0,5,5
15,6,1,240.0,161.0,0,6,6
15,7,1,239.0,163.0,0,7,7
15,8,1,215.0,165.0,0,8,8
15,9,1,218.1904761904762,168.14285714285714,0,9,9
15,10,1,244.0,165.0,0,10,10
15,11,1,247.0,165.0,0,11,11
15,12,1,276.06349206349205,177.46031746031747,0,12,12
15,13,1,222.33333333333334,172.66666666666666,0,13,13
15,14,1,289.017094017094,188.74786324786325,0,14,14
15,15,1,225.25,176.0,0,15,15
15,16,1,212.73717948717947,202.32051282051282,0,16,16
15,17,1,273.0,188.0,0,17,17
15,18,1,271.0,193.0,0,18,18
15,19,1,227.0,211.0,0,19,19
15,20,1,226.5,213.5,0,20,20
15,21,1,298.05263157894734,231.26315789473685,0,21,21
15,22,1,280.0,223.0,0,22,22
15,23,1,281.5,224.5,0,23,23
15,24,1,283.0,226.0,0,24,24
15,25,1,281.5833333333333,229.5,0,25,25
15,26,1,199.3183520599251,245.44569288389513,0,26,26
15,27,1,281.3269230769231,241.42307692307693,0,27,27
15,28,1,293.49645390070924,262.2482269503546,0,28,28
15,29,1,214.0,252.0,0,29,29
15,30,1,209.73333333333332,257.6666666666667,0,30,30
15,31,1,279.5,253.5,0,31,31
15,32,1,228.0,257.0,0,32,32
15,33,1,202.8171206225681,293.8365758754864,0,33,33
15,34,1,286.0,276.0,0,34,34
15,35,1,275.82758620689657,285.9310344827586,0,35,35
15,36,1,294.51269035532994,308.76142131979697,0,36,36
15,37,1,218.0,290.0,0,37,37
15,38,1,217.0,293.0,0,38,38
15,39,1,219.0,293.0,0,39,39
15,40,1,218.0,295.0,0,40,40
15,41,1,279.0,295.0,0,41,41
15,42,1,219.0,297.0,0,42,42
15,43,1,277.5,298.0,0,43,43
15,44,1,220.1153846153846,307.5576923076923,0,44,44
15,45,1,223.0,317.0,0,45,45
15,46,1,282.0,317.0,0,46,46
15,47,1,222.5,319.0,0,47,47
15,48,1,281.0,319.0,0,48,48
15,49,1,269.5755813953488,337.22093023255815,0,49,49
15,50,1,231.98790322580646,345.6975806451613,0,50,50
15,51,1,244.0,332.0,0,51,51
15,52,1,278.48659003831415,350.27203065134097,0,52,52
15,53,1,248.9406779661017,351.40677966101697,0,53,53
16,1,1,207.69182389937106,141.8427672955975,0,1,1
16,2,1,235.79591836734693,146.2312925170068,0,2,2
16,3,1,199.26160337552741,154.2194092827004,0,3,3
16,4,1,218.16363636363636,154.78181818181818,0,4,4
16,5,1,212.66666666666666,151.33333333333334,0,5,5
16,6,1,264.6849315068493,158.7945205479452,0,6,6
16,7,1,238.0,160.0,0,7,7
16,8,1,223.0,161.0,0,8,8
16,9,1,240.0,162.0,0,9,9
16,10,1,281.29896907216494,177.5463917525773,0,10,10
16,11,1,293.00390625,190.484375,0,11,11
16,12,1,211.9,178.4,0,12,12
16,13,1,216.0,180.0,0,13,13
16,14,1,212.0,182.0,0,14,14
16,15,1,212.15671641791045,209.69402985074626,0,15,15
16,16,1,226.7,209.3,0,16,16
16,17,1,282.0,208.0,0,17,17
16,18,1,300.0,215.0,0,18,18
16,19,1,302.52941176470586,231.84558823529412,0,19,19
16,20,1,297.0,219.0,0,20,20
16,21,1,287.12280701754383,236.3859649122807,0,21,21
16,22,1,286.0,242.0,0,22,22
16,23,1,197.27777777777777,254.05555555555554,0,23,23
16,24,1,287.0,249.66666666666666,0,24,24
16,25,1,300.77245508982037,265.2694610778443,0,25,25
16,26,1,286.625,253.875,0,26,26
16,27,1,216.0,257.0,0,27,27
16,28,1,286.0,259.0,0,28,28
16,29,1,288.0,258.0,0,29,29
16,30,1,213.0,259.0,0,30,30
16,31,1,286.6,263.0,0,31,31
16,32,1,210.0,263.0,0,32,32
16,33,1,284.0,264.0,0,33,33
16,34,1,286.0,266.0,0,34,34
16,35,1,200.8048780487805,286.7723577235772,0,35,35
16,36,1,295.0,277.0,0,36,36
16,37,1,215.0,278.0,0,37,37
16,38,1,278.3636363636364,286.90909090909093,0,38,38
16,39,1,220.6,294.2,0,39,39
16,40,1,281.15,298.6,0,40,40
16,41,1,295.0,294.0,0,41,41
16,42,1,300.8351063829787,316.1276595744681,0,42,42
16,43,1,221.0,299.0,0,43,43
16,44,1,208.1891891891892,304.72972972972974,0,44,44
16,45,1,224.51136363636363,312.97727272727275,0,45,45
16,46,1,283.0,311.5,0,46,46
16,47,1,286.3333333333333,334.4761904761905,0,47,47
16,48,1,234.88148148148147,353.4259259259259,0,48,48
16,49,1,289.0,335.0,0,49,49
16,50,1,281.0,339.0,0,50,50
16,51,1,272.93333333333334,354.51428571428573,0,51,51
16,52,1,287.5108695652174,358.90579710144925,0,52,52
16,53,1,249.0,344.0,0,53,53
16,54,1,250.984496124031,361.2480620155039,0,54,54
17,1,1,199.82075471698113,132.52830188679246,0,1,1
17,2,1,226.02758620689656,138.91724137931035,0,2,2
17,3,1,193.66666666666666,150.03508771929825,0,3,3
17,4,1,206.35185185185185,142.55555555555554,0,4,4
17,5,1,259.4054054054054,151.30405405405406,0,5,5
17,6,1,236.0,146.0,0,6,6
17,7,1,210.91666666666666,151.33333333333334,0,7,7
17,8,1,214.0,155.0,0,8,8
17,9,1,233.5,156.5,0,9,9
17,10,1,230.0,157.0,0,10,10
17,11,1,232.0,159.0,0,11,11
17,12,1,279.59223300970876,166.54368932038835,0,12,12
17,13,1,246.5,161.5,0,13,13
17,14,1,290.45454545454544,182.53359683794466,0,14,14
17,15,1,208.91666666666666,176.83333333333334,0,15,15
17,16,1,273.0,178.0,0,16,16
17,17,1,210.0,191.0,0,17,17
17,18,1,209.2910447761194,208.83582089552237,0,18,18
17,19,1,301.0984848484849,226.0909090909091,0,19,19
17,20,1,282.0,221.0,0,20,20
17,21,1,282.2,225.2,0,21,21
17,22,1,282.0,228.0,0,22,22
17,23,1,287.72727272727275,233.24242424242425,0,23,23
17,24,1,187.84649122807016,252.7719298245614,0,24,24
17,25,1,301.9698795180723,264.5421686746988,0,25,25
17,26,1,289.0,251.0,0,26,26
17,27,1,288.8333333333333,254.83333333333334,0,27,27
17,28,1,213.0,255.0,0,28,28
17,29,1,287.0,257.0,0,29,29
17,30,1,289.0,258.0,0,30,30
17,31,1,205.0,259.0,0,31,31
17,32,1,287.0,259.0,0,32,32
17,33,1,200.64285714285714,261.35714285714283,0,33,33
17,34,1,288.06666666666666,263.73333333333335,0,34,34
17,35,1,195.98947368421054,285.1438596491228,0,35,35
17,36,1,297.0,283.0,0,36,36
17,37,1,276.0,285.0,0,37,37
