ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifySecondaryObjects
17,1,199.80373831775702,132.5607476635514,0,1,1
17,2,226.02758620689656,138.91724137931035,0,2,2
17,3,193.70305676855895,150.09606986899564,0,3,3
17,4,206.35185185185185,142.55555555555554,0,4,4
17,5,259.43624161073825,151.33557046979865,0,5,5
17,6,279.5769230769231,166.57692307692307,0,6,12
17,7,290.43307086614175,182.5748031496063,0,7,14
17,8,209.28676470588235,208.77941176470588,0,8,18
17,9,301.05970149253733,225.97014925373134,0,9,19
17,10,287.77142857142854,233.22857142857143,0,10,23
17,11,187.9391304347826,252.7173913043478,0,11,24
17,12,301.9294117647059,264.72352941176473,0,12,25
17,13,288.06666666666666,263.73333333333335,0,13,34
17,14,195.97552447552448,285.1013986013986,0,14,35
17,15,220.87755102040816,303.1224489795918,0,15,42
17,16,298.0234375,318.6171875,0,16,44
17,17,222.6341463414634,315.7560975609756,0,17,45
17,18,228.94052044609666,354.42007434944236,0,18,47
17,19,288.4845360824742,361.2749140893471,0,19,48
17,20,266.51502145922746,364.3605150214592,0,20,49
17,21,241.79432624113474,371.822695035461,0,21,50
18,1,197.16355140186917,128.85046728971963,0,1,1
18,2,222.73099415204678,130.93567251461988,0,2,2
18,3,189.84016393442624,143.66803278688525,0,3,3
18,4,259.7631578947368,141.18421052631578,0,4,4
18,5,285.0,151.28225806451613,0,5,5
18,6,293.08196721311475,171.75409836065575,0,6,10
18,7,207.50617283950618,201.8148148148148,0,7,13
18,8,301.0088495575221,222.52212389380531,0,8,17
18,9,183.34728033472803,248.4560669456067,0,9,23
18,10,305.9953488372093,263.9813953488372,0,10,24
18,11,192.90967741935484,282.01290322580644,0,11,29
18,12,221.60824742268042,309.07216494845363,0,12,37
18,13,297.5,318.69166666666666,0,13,41
18,14,227.10877192982457,359.11929824561406,0,14,42
18,15,296.1746031746032,353.015873015873,0,15,44
18,16,279.4,353.1,0,16,50
18,17,260.04419889502765,377.49723756906076,0,17,51
18,18,277.7482014388489,378.89208633093523,0,18,53
18,19,237.98639455782313,387.9047619047619,0,19,54
19,1,185.06870229007635,114.90076335877863,0,1,1
19,2,218.05917159763314,124.31952662721893,0,2,2
19,3,195.43421052631578,129.06578947368422,0,3,3
19,4,185.38842975206612,141.0082644628099,0,4,4
19,5,258.46564885496184,133.83969465648855,0,5,6
19,6,286.78169014084506,143.40140845070422,0,6,7
19,7,296.93706293706293,157.62237762237763,0,7,10
19,8,205.72519083969465,192.4198473282443,0,8,15
19,9,203.9318181818182,218.0909090909091,0,9,21
19,10,305.4,229.2,0,10,24
19,11,179.2543103448276,246.57327586206895,0,11,30
19,12,313.11570247933884,268.7190082644628,0,12,33
19,13,181.87134502923976,270.22222222222223,0,13,39
19,14,201.53488372093022,297.4573643410853,0,14,48
19,15,222.2,318.7818181818182,0,15,57
19,16,296.6507936507937,326.14285714285717,0,16,58
19,17,222.4814814814815,371.5892255892256,0,17,61
19,18,298.6054421768707,354.421768707483,0,18,62
19,19,277.8421052631579,356.94736842105266,0,19,63
19,20,275.82978723404256,384.84397163120565,0,20,68
19,21,253.07253886010363,392.40932642487047,0,21,69
19,22,231.7175572519084,398.30534351145036,0,22,71
