lable,NumberOfDivision
1,4
2,4
3,13
4,6
5,0
6,7
7,10
8,11
9,15
10,3
11,12
12,2
13,4
14,5
15,9
16,7
17,0
18,1
19,8
20,19
21,10
22,4
23,12
24,10
25,3
26,4
27,15
28,0
29,5
30,11
31,2
32,6
33,0
34,2
35,12
36,5
37,4
38,1
39,4
40,7
41,5
42,11
43,0
44,0
45,4
46,2
47,14
48,3
49,7
50,10
51,3
52,9
53,12
54,7
55,1
56,13
57,12
58,11
59,6
60,0
61,20
62,9
63,9
64,0
65,18
66,4
67,12
68,20
69,15
70,8
71,7
72,11
73,0
74,0
75,9
76,0
77,0
