2	0	12	0
3	0	6	0
4	7	19	3
5	7	25	3
6	13	21	2
7	13	21	2
8	17	17	0
9	20	31	4
10	20	30	4
11	22	29	6
12	22	28	6
13	22	23	0
14	22	27	7
15	22	30	7
20	25	31	0
21	25	25	0
22	26	33	5
23	26	34	5
24	28	32	0
25	28	35	14
26	28	32	14
28	29	37	12
29	29	35	12
30	30	39	11
31	30	39	11
32	30	39	0
35	31	39	10
36	31	39	10
37	31	39	15
38	31	38	15
39	32	39	9
40	32	39	9
42	33	38	26
43	33	39	26
45	34	34	0
48	34	39	22
49	34	38	22
50	35	39	23
51	35	39	23
52	36	39	25
53	36	39	25
54	36	39	29
55	36	39	29
56	38	39	28
57	38	38	28
60	39	39	57
61	39	39	57
64	39	39	49
65	39	39	49
66	39	39	42
67	39	39	42
