CellNumber,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,NaN,25.1384525299072,1,0,25.1384525299072
2,NaN,9,1,0,9
3,-0.129253387451172,25.9383888244629,5,-0.876737475395203,19.8501091003418
4,0.0115846702829003,21.0190372467041,43,-0.0196899883449078,25.2544803619385
5,-0.140932396054268,28.4410400390625,6,-2.18588256835938,30.0301761627197
6,-0.185090914368629,13.8000011444092,3,-0.154486760497093,10.6249227523804
7,-0.0017006715061143,13.3358974456787,10,0.0870279967784882,19.0904846191406
8,NaN,10,1,0,10
9,-0.00131276284810156,12.176399230957,100,0.565425097942352,26.6369094848633
10,0.00161830789875239,9.89949417114258,78,0.273032039403915,23.7075290679932
11,-0.0228414125740528,24.9992656707764,19,0.289050728082657,26.8414516448975
12,-0.150131106376648,32,4,0.341684967279434,20.0274200439453
13,-0.0764995664358139,38.8667106628418,11,0.221102625131607,19.213134765625
14,-0.00792278815060854,29.5255584716797,64,0.219870254397392,25.7429485321045
15,NaN,9.20634365081787,1,0,9.20634365081787
16,-0.100297689437866,17.7087516784668,4,-0.17466227710247,14.5530490875244
17,-0.0814952030777931,15.3235731124878,2,0.437764495611191,13.6617870330811
18,-0.109821163117886,26.2268581390381,3,-0.378662109375,22.4470882415771
19,-0.021135600283742,20.2368316650391,27,0.163039967417717,20.6210594177246
20,0.000789734593126923,19.1907062530518,112,-0.110610418021679,34.3484115600586
21,-0.00619586324319243,12.6491098403931,5,0.76397705078125,14.0030269622803
22,-0.00905137322843075,29.9360198974609,41,-0.00618340726941824,27.381103515625
23,NaN,8.87520313262939,1,0,8.87520313262939
24,0.0426111221313477,15.5563488006592,2,0.11592610925436,16.6170082092285
25,-0.00237828632816672,32.0082473754883,43,0.131803765892982,29.3383274078369
26,0.00526952324435115,16.6042976379395,40,0.0738683044910431,24.1415748596191
27,-0.00548624992370605,12.9691934585571,2,-0.0689595565199852,12.863338470459
28,-0.0205084718763828,22.7683982849121,34,0.154132917523384,23.275053024292
29,0.0233681686222553,11,10,0.504329442977905,11.7174062728882
30,-0.0147038297727704,15.5217418670654,6,0.396457254886627,12.6605949401855
31,NaN,19.2000007629395,1,0,19.2000007629395
32,NaN,7,1,0,7
33,NaN,8,1,0,8
34,-0.00689860712736845,35.4369812011719,102,-0.0322313494980335,40.6796188354492
35,NaN,13.4164066314697,1,0,13.4164066314697
36,-0.0238192602992058,20.1920013427734,17,-0.0281767006963491,17.9016799926758
37,-0.00761230802163482,14.5589599609375,2,0.03070068359375,14.394603729248
38,NaN,8.73128223419189,1,0,8.73128223419189
39,-0.294355720281601,24.1830539703369,2,-0.679524719715118,17.0915260314941
40,NaN,7,1,0,7
41,-0.0600517578423023,30.316951751709,12,0.103502064943314,22.6008167266846
42,0.0255201254040003,14.7580499649048,4,0.632537841796875,16.0827789306641
43,0.0235891696065664,16,9,0.3172607421875,18.8576469421387
44,-0.0385863557457924,27.7848834991455,11,-0.00268184766173363,27.9724864959717
45,0.0132762594148517,20.3416976928711,2,0.12556965649128,20.7549667358398
46,NaN,14.6279716491699,1,0,14.6279716491699
47,-0.136065796017647,17.3648624420166,3,0.0750325545668602,13.8290481567383
48,-0.0302193965762854,17.0839710235596,6,0.148769795894623,24.1290874481201
49,-0.0976764336228371,20.1831073760986,5,0.640795886516571,17.0682601928711
50,-0.188288420438766,21,3,-0.217637807130814,17.3635730743408
51,0.00506502576172352,16.4009857177734,62,-0.253830790519714,26.5323333740234
52,-0.00487616658210754,21.9134674072266,43,-0.0452587530016899,29.4588966369629
53,-0.00229763984680176,21.466251373291,104,-0.21780551970005,24.9914588928223
54,-0.00573849678039551,12.0049018859863,2,0.429789215326309,11.9024515151978
55,NaN,15.2270174026489,1,0,15.2270174026489
56,-0.0106581170111895,16.5268859863281,27,0.0730432569980621,20.4632892608643
57,-0.0727301016449928,24.9775161743164,8,1.02049767971039,16.2729167938232
58,-0.152023956179619,24.0333099365234,2,0.16890461742878,19.6324291229248
59,-0.0242323074489832,21.466251373291,16,-0.0385106392204762,21.3280143737793
60,NaN,13.0681629180908,1,0,13.0681629180908
61,-0.0572834014892578,19,2,1.20705163478851,17.5
62,NaN,16,1,0,16
63,0.0442763157188892,17.201789855957,2,0.298685699701309,18.4235877990723
64,NaN,29.6984844207764,1,0,29.6984844207764
65,-0.0170293189585209,20.8580627441406,29,-0.0628283247351646,23.5258712768555
66,NaN,18,1,0,18
67,-0.078333854675293,8.8543758392334,2,0.0450846366584301,7.9271879196167
68,NaN,11.513111114502,1,0,11.513111114502
69,NaN,9.3914852142334,1,0,9.3914852142334
70,NaN,14.2302474975586,1,0,14.2302474975586
71,NaN,11.3137073516846,1,0,11.3137073516846
72,-0.0293180495500565,17.8576774597168,9,0.663800299167633,19.0427951812744
73,0.00479459762573242,7,5,0.60302734375,7.25125980377197
74,NaN,7,1,0,7
75,NaN,25.1833877563477,1,0,25.1833877563477
76,NaN,11,1,0,11
77,0.0522226244211197,8.48528099060059,3,-0.107306584715843,9.83610725402832
78,NaN,15.2052602767944,1,0,15.2052602767944
79,NaN,28.5797996520996,1,0,28.5797996520996
80,0.0206196699291468,16,4,0.75250244140625,17.2767868041992
81,NaN,9.80305862426758,1,0,9.80305862426758
82,-0.129615068435669,19.5879573822021,4,-0.146697998046875,14.1089792251587
83,NaN,9,1,0,9
84,-0.071161724627018,28.5671138763428,7,0.655087411403656,24.6514263153076
85,-0.0900397300720215,13.5901546478271,2,1.10296630859375,11.9816818237305
86,0.00437536416575313,10,17,-0.344573378562927,17.6723537445068
87,0.00268705212511122,17.4888973236084,17,-0.116208545863628,21.3515434265137
88,-0.0934748649597168,17,5,0.458284497261047,11.2124214172363
89,-0.0462559685111046,12.0208148956299,5,0.0947713181376457,10.1205539703369
90,-0.00368507695384324,11.9311761856079,2,0.12148030847311,11.8655891418457
91,NaN,12.9653377532959,1,0,12.9653377532959
92,-0.044510442763567,16,2,0.095062255859375,15
93,-0.0932693108916283,21,4,0.752583801746368,14.75
94,-0.192337110638618,14.2456693649292,2,-1.19272863864899,11.1228351593018
95,-0.00165843963623047,14,2,0.019989013671875,13.9652605056763
96,-0.105069071054459,27.1248397827148,7,-0.247480124235153,16.589262008667
97,NaN,8.57492923736572,1,0,8.57492923736572
98,-0.135154962539673,12.7279205322266,2,0.528299987316132,10.6066007614136
99,-0.00300480239093304,16.9941158294678,43,0.0850555673241615,26.1404113769531
100,NaN,10.2000007629395,1,0,10.2000007629395
101,NaN,8.04984474182129,1,0,8.04984474182129
102,NaN,16.2334365844727,1,0,16.2334365844727
103,-0.0437273979187012,9.83869934082031,2,-0.08868408203125,9.23390483856201
104,NaN,13.8245296478271,1,0,13.8245296478271
105,-0.0736956596374512,22.0843086242676,7,0.299665182828903,19.4887371063232
106,NaN,9,1,0,9
107,-0.0160552132874727,16.7686977386475,6,0.0992567241191864,17.087610244751
108,NaN,8.48528099060059,1,0,8.48528099060059
109,-0.13662526011467,25.0760707855225,5,1.06029260158539,19.2699451446533
110,NaN,14,1,0,14
111,NaN,8,1,0,8
112,NaN,19,1,0,19
113,NaN,12.0701971054077,1,0,12.0701971054077
114,-0.152715161442757,23.7170829772949,4,0.849141418933868,18.2879638671875
115,NaN,11.0679712295532,1,0,11.0679712295532
116,NaN,8.32050323486328,1,0,8.32050323486328
117,-0.297006875276566,34.9845542907715,3,0.283053934574127,18.7923145294189
118,-0.0967373326420784,17,3,-0.0154351126402617,11.6666669845581
119,-0.0641311705112457,31.5690517425537,7,0.876216351985931,31.1740322113037
120,-0.277645468711853,17.4413299560547,3,0.0323486328125,14.2292966842651
121,-0.0040642679668963,18.726583480835,73,0.258199483156204,23.2824096679688
122,NaN,12.6404438018799,1,0,12.6404438018799
123,NaN,11.1803398132324,1,0,11.1803398132324
124,-0.0348870567977428,19.2253837585449,8,-0.581097900867462,21.5522937774658
125,-0.0617100931704044,18.4811763763428,3,-0.0915561243891716,15.8270597457886
126,NaN,13,1,0,13
127,-0.0270309932529926,14.7580471038818,10,-0.0895304381847382,14.9709825515747
