TimeStep,Cell_lable,Orientation,Center_X,Center_Y,Major_axis,Minor_axis
1,1,86.4236679077148,175.564178466797,24.5272388458252,25.1384525299072,4.24172353744507
1,2,90,175.5,33,9,4
1,3,26.5650501251221,203.800018310547,32.4000015258789,25.9383888244629,5.36656332015991
1,4,26.5650501251221,193.700012207031,36.1000061035156,21.0190372467041,4.91934967041016
1,5,10.7842979431152,186.266967773438,42.0984687805176,28.4410400390625,5.61336326599121
1,6,36.8698959350586,347.880035400391,45.6599960327148,13.8000011444092,6
1,7,78.690071105957,407.442352294922,67.211540222168,13.3358974456787,3.72620677947998
1,8,90,405,82,10,4
1,9,30.9637546539307,221.5,90,12.176399230957,6.00245046615601
1,10,45,228.75,93.75,9.89949417114258,4.94974708557129
1,11,73.3007583618164,242.82112121582,97.9036865234375,24.9992656707764,6.22587108612061
1,12,90,53,137,32,6
1,13,66.8014068603516,458.318969726563,149.077606201172,38.8667106628418,5.64617776870728
1,14,21.8014068603516,190.086212158203,163.534484863281,29.5255584716797,7.61350870132446
1,15,9.46232223510742,88.405403137207,189.567565917969,9.20634365081787,4.60317182540894
1,16,18.4349498748779,492,213,17.7087516784668,5.69209957122803
1,17,5.71059322357178,307.490142822266,338.098999023438,15.3235731124878,5.27369689941406
1,18,3.01278734207153,223.016586303711,344.18505859375,26.2268581390381,6.4647364616394
1,19,30.9637546539307,110.647033691406,340.588226318359,20.2368316650391,5.83095169067383
1,20,41.1859283447266,93.8938140869141,351.407073974609,19.1907062530518,5.26803684234619
1,21,18.4349479675293,109.800010681152,383.599975585938,12.6491098403931,5.05964422225952
1,22,28.3007564544678,259.981658935547,401.605499267578,29.9360198974609,6.63739776611328
1,23,33.6900672912598,306.538421630859,429.692260742188,8.87520313262939,4.4376015663147
1,24,45,300.500030517578,434.500061035156,15.5563488006592,4.24264049530029
1,25,76.7594833374023,242.749176025391,457.059020996094,32.0082473754883,5.95502281188965
1,26,9.46232223510742,214.97297668457,459.662139892578,16.6042976379395,6.24716138839722
1,27,63.4349517822266,202.199996948242,466.900024414063,12.9691934585571,5.36656332015991
1,28,18.4349498748779,389.350006103516,474.950012207031,22.7683982849121,6.64078283309937
1,29,90,503.5,480.5,11,5
1,30,15.9453973770142,179.386795043945,493.396209716797,15.5217418670654,5.49442195892334
1,31,36.8698959350586,407.320037841797,490.240020751953,19.2000007629395,6
1,32,90,192.5,496.5,7,5
1,33,90,268,529.5,8,5
1,34,70.9065093994141,362.357330322266,533.087890625,35.4369812011719,6.28779220581055
