ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,123.89411764705882,111.10588235294118,0,1
1,2,1,212.8178137651822,129.06882591093117,0,2
2,1,1,123.13636363636364,107.9659090909091,0,1
2,2,1,212.19615384615383,125.98461538461538,0,2
3,1,1,123.19188191881919,98.35424354243543,0,1
3,2,1,212.71841155234657,116.36101083032491,0,2
4,1,1,122.61971830985915,95.0669014084507,0,1
4,2,1,211.92439862542955,113.14089347079037,0,2
5,1,1,121.01612903225806,89.7483870967742,0,1
5,2,1,210.52903225806452,107.88064516129032,0,2
6,1,1,120.99079754601227,89.8159509202454,0,1
6,2,1,210.29813664596273,108.19254658385093,0,2
7,1,1,120.21270718232044,85.84530386740332,0,1
7,2,1,209.59773371104816,104.46175637393767,0,2
8,1,1,120.95156695156695,84.87464387464388,0,1
8,2,1,210.29234972677597,103.3415300546448,0,2
9,1,1,120.43846153846154,83.9025641025641,0,1
9,2,1,210.12727272727273,102.50129870129871,0,2
10,1,1,120.27594936708861,82.39240506329114,0,1
10,2,1,210.46616541353384,100.92481203007519,0,2
11,1,1,119.20089285714286,77.59151785714286,0,1
11,2,1,210.50688073394497,96.2545871559633,0,2
12,1,1,117.38616071428571,76.50223214285714,0,1
12,2,1,209.16778523489933,95.41163310961969,0,2
13,1,1,131.34016393442624,72.11475409836065,0,1
13,2,1,102.62645914396887,75.49416342412451,0,2
13,3,1,208.52226720647772,93.33603238866397,0,3
14,1,1,131.59036144578315,73.82329317269077,0,1
14,2,1,102.17883211678833,77.39781021897811,0,2
14,3,1,207.80116959064327,95.4990253411306,0,3
15,1,1,133.15282392026577,72.99667774086379,0,1
15,2,1,98.82461538461538,76.20615384615385,0,2
15,3,1,207.1499176276771,95.57990115321252,0,3
16,1,1,130.5077399380805,75.45510835913312,0,1
16,2,1,97.49431818181819,79.45170454545455,0,2
16,3,1,205.56382978723406,98.67781155015197,0,3
17,1,1,128.36467236467237,74.1054131054131,0,1
17,2,1,97.41952506596306,78.26385224274406,0,2
17,3,1,222.46902654867256,88.58702064896755,0,3
17,4,1,187.4945652173913,106.3586956521739,0,4
18,1,1,124.8062015503876,74.05684754521964,0,1
18,2,1,99.70263788968825,79.2589928057554,0,2
18,3,1,202.23697270471465,98.85980148883375,0,3
19,1,1,123.6923076923077,74.99751861042184,0,1
19,2,1,101.17647058823529,80.56470588235294,0,2
19,3,1,222.96692111959288,88.97709923664122,0,3
19,4,1,182.80607476635515,110.08878504672897,0,4
20,1,1,119.7408256880734,73.2362385321101,0,1
20,2,1,87.56108597285068,76.3710407239819,0,2
20,3,1,219.75519630484987,87.75519630484989,0,3
20,4,1,116.38367346938776,82.41632653061224,0,4
20,5,1,183.71247357293868,108.76955602536998,0,5
21,1,1,117.26170212765958,75.75744680851064,0,1
21,2,1,87.5,79.42241379310344,0,2
21,3,1,229.1093117408907,86.71255060728745,0,3
21,4,1,118.06172839506173,85.02057613168725,0,4
21,5,1,205.12745098039215,94.86764705882354,0,5
21,6,1,184.14368932038835,110.89708737864078,0,6
22,1,1,113.64796905222437,77.36557059961315,0,1
22,2,1,88.0546875,82.02734375,0,2
22,3,1,228.07664233576642,88.86131386861314,0,3
22,4,1,122.07067137809187,86.83745583038869,0,4
22,5,1,200.0128755364807,97.72961373390558,0,5
22,6,1,202.77327935222672,105.49392712550608,0,6
22,7,1,172.53721682847896,118.07119741100324,0,7
23,1,1,111.42164179104478,75.58208955223881,0,1
23,2,1,87.63736263736264,80.67765567765568,0,2
23,3,1,226.67857142857142,87.68214285714286,0,3
23,4,1,123.20469798657719,85.1241610738255,0,4
23,5,1,196.56326530612245,96.82857142857142,0,5
23,6,1,204.57358490566037,103.49811320754716,0,6
23,7,1,171.9480122324159,116.5045871559633,0,7
24,1,1,109.2190635451505,74.86454849498328,0,1
24,2,1,85.80204778156997,80.13993174061433,0,2
24,3,1,125.29411764705883,84.59117647058824,0,3
24,4,1,225.27574750830564,87.94352159468438,0,4
24,5,1,190.35379061371842,98.79783393501805,0,5
24,6,1,209.46575342465752,101.98287671232876,0,6
24,7,1,172.27456647398844,116.23410404624278,0,7
25,1,1,107.55007949125596,74.43720190779014,0,1
25,2,1,83.06752411575563,79.54662379421222,0,2
25,3,1,134.67032967032966,82.54945054945055,0,3
25,4,1,223.09646302250803,88.10932475884245,0,4
25,5,1,112.74566473988439,86.72254335260115,0,5
25,6,1,186.48160535117057,99.91973244147157,0,6
25,7,1,211.03184713375796,101.20382165605096,0,7
25,8,1,171.30662983425415,115.97237569060773,0,8
26,1,1,106.05848787446504,75.32524964336662,0,1
26,2,1,79.42090395480226,79.48305084745763,0,2
26,3,1,136.45544554455446,83.77227722772277,0,3
26,4,1,201.22125181950508,97.43813682678312,0,4
26,5,1,112.60215053763442,88.50537634408602,0,5
26,6,1,193.63720316622693,109.51055408970976,0,6
27,1,1,106.34093959731544,73.03758389261745,0,1
27,2,1,79.06094182825485,77.37950138504155,0,2
27,3,1,138.72549019607843,81.28921568627452,0,3
27,4,1,220.9607843137255,89.2016806722689,0,4
27,5,1,113.58454106280193,86.80193236714976,0,5
27,6,1,219.48395721925132,98.38770053475936,0,6
27,7,1,178.85142857142858,103.66571428571429,0,7
27,8,1,173.07692307692307,115.3349875930521,0,8
28,1,1,105.53745541022592,71.27705112960761,0,1
28,2,1,76.76674937965261,75.35483870967742,0,2
28,3,1,142.47345132743362,79.66814159292035,0,3
28,4,1,222.16452442159382,89.18766066838046,0,4
28,5,1,114.83185840707965,86.36283185840708,0,5
28,6,1,231.44059405940595,93.37623762376238,0,6
