CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,-0.0125439539551735,31,32,-0.295880794525146,34.9999008178711
2,0.00737405242398381,35.3298759460449,60,0.169655606150627,36.9765777587891
3,-0.00372622418217361,26.2612895965576,60,0.0354792289435863,31.4793643951416
4,0.00550175923854113,23.5259552001953,60,-0.339670807123184,36.091480255127
5,-0.0039360960945487,24.3527984619141,60,0.00809377059340477,27.8373985290527
6,0.00347176403738558,23.6906337738037,60,-0.113252259790897,30.2138900756836
7,0.000287437433144078,37.4179191589355,60,-0.230037942528725,31.0616436004639
8,-0.0457249656319618,43.4349899291992,37,0.464601248502731,35.4889144897461
9,0.00174824788700789,33.6582832336426,60,0.0299077350646257,28.4860572814941
10,NaN,6.93375253677368,1,NaN,NaN
11,NaN,8,1,NaN,NaN
12,NaN,10.6066017150879,1,NaN,NaN
13,-0.113211035728455,8,2,0.665473937988281,7.18952608108521
14,0.00742964306846261,25.9337978363037,55,-0.0919350385665894,36.5632438659668
15,-0.170206665992737,9.83869934082031,2,0.440948486328125,8.41934967041016
16,-0.0653539299964905,12.7279224395752,4,0.0099029541015625,16.5163993835449
17,-0.104857206344604,10.6066017150879,2,0.254707336425781,9.60330104827881
18,-0.00444461777806282,17.8700923919678,51,0.214608579874039,22.2573337554932
19,-1.02043150036479e-05,12.004900932312,40,-0.142766565084457,21.7141571044922
20,0.0118786850944161,24.0792808532715,49,-0.116220280528069,30.1387672424316
21,-0.00136366183869541,22.3132743835449,49,-0.0149131305515766,28.9898052215576
22,-0.131131172180176,11.6988067626953,2,-0.136245727539063,10.3494033813477
23,-0.027144193649292,22.3606796264648,6,0.886634826660156,21.7444477081299
24,NaN,7.07106781005859,1,NaN,NaN
25,0.0191371440887451,8,38,0.164830252528191,27.2600994110107
26,0.0182254891842604,22.4176025390625,37,0.0308454353362322,30.8858318328857
27,-0.209147930145264,18.9736633300781,5,0.0589233413338661,16.9667148590088
28,0.0138118118047714,21.3664360046387,32,-0.15923547744751,26.9701099395752
29,0.0205142572522163,20.9835739135742,30,-0.020222982391715,31.8121204376221
30,0.0119783962145448,22.1150493621826,27,-0.162517413496971,26.202600479126
31,NaN,6,1,NaN,NaN
32,-0.00451352214440703,28.1535587310791,24,-0.116227470338345,35.0325050354004
33,0.0156742762774229,27.2112789154053,22,0.655169427394867,31.8924789428711
34,NaN,6,1,NaN,NaN
35,0.0170562267303467,21.7006645202637,20,-0.482540905475616,26.8383235931396
36,NaN,9,1,NaN,NaN
37,0.0158773493021727,27.7588901519775,14,0.00846317876130342,31.1667881011963
38,0.013935923576355,17.4262924194336,14,0.0801282599568367,19.4956665039063
39,0.0134092373773456,23.8383026123047,12,0.386825561523438,25.1174221038818
40,-0.118226617574692,25.4902610778809,8,0.986351013183594,22.0435180664063
41,0.0364643111824989,15,5,0.474475085735321,16.3835563659668
42,NaN,9.83869934082031,1,NaN,NaN
43,NaN,21.9134635925293,1,NaN,NaN
